question,answer,tags
What should you avoid when rewarming frostbitten skin?,"Don't rewarm frostbitten skin with direct heat, such as a stove, heat lamp, fireplace or heating pad. This can cause burns.",frostbite
What should you drink to help warm yourself from the inside if you have frostbite?,"Drink warm liquids like tea, coffee, hot chocolate or soup to help warm you from the inside. Don't drink alcohol.",frostbite
Should you consider taking pain medicine for frostbite?,"If you're in pain, consider an over-the-counter pain reliever.",frostbite
What should you expect as skin thaws during frostbite treatment?,You'll feel tingling and burning as the skin warms and normal blood flow returns. Take care to not break any blisters that may form on the affected skin. Seek medical help for anything more serious than mild frostbite.,frostbite
What should you do for a minor animal bite or claw wound?,"Wash the wound thoroughly with soap and water, apply an antibiotic cream or ointment, and cover the bite with a clean bandage.",animal bites: first aid
When should you seek prompt medical care for an animal bite?,"You should seek prompt medical care if the wound is a deep puncture or you're not sure how serious it is, the skin is badly torn, crushed or bleeding significantly, you notice increasing swelling, redness, pain or oozing, or you have questions about your risk of rabies or about rabies prevention.",animal bites: first aid
What should you do if the bite was caused by a cat or a dog?,Try to confirm that the animal's rabies vaccination is up to date.,animal bites: first aid
What should you do if the bite was caused by a wild animal?,Seek advice from your doctor about which animals are most likely to carry rabies.,animal bites: first aid
"Why should you seek medical advice about rabies shots if you come into contact with bats, even if you don't think you've been bitten?",Bats often carry rabies and can infect humans without leaving obvious signs of a bite.,animal bites: first aid
How often should you get a tetanus shot after an animal bite?,If you haven't had a tetanus shot in the past 10 years — or 5 years if the wound is deep or dirty — you may need a booster shot.,animal bites: first aid
What are some sources of electricity that can cause electrical burns?,"Examples of sources of electricity that can cause electrical burns include lightning, stun guns, and contact with job site or household current.",electrical burns
How should minor electrical skin burns be treated?,"Minor electrical skin burns should be treated like any other minor burn. Put a cool wet cloth on the area. Do not break any blisters. After you gently clean the skin, put a bandage on the area. If you have any questions about how severe the burn is, contact a health care provider.",electrical burns
When should you contact a health care provider after an electrical burn?,"A person who has been injured by contact with electricity should be seen by a health care provider. The damage may be worse than it looks from the burn on the skin. Sometimes an electrical injury can cause damage to skin, muscles, blood vessels and nerves, often in an arm or a leg. The heart, brain and other body organs can be damaged.",electrical burns
What precautions should you take if someone has been injured by contact with electricity?,"If someone has been injured by contact with electricity, don't touch the injured person if they are still in contact with the electrical current. Call 911 or your local emergency number if the source of the burn is a high-voltage wire or lightning. Don't get near high-voltage wires until the power is turned off. Overhead power lines usually aren't insulated. Stay at least 50 feet (about 15 meters) away — farther if wires are jumping and sparking. Don't drive over downed power lines. If a live electrical line contacts the vehicle you're in, stay in the vehicle. Call 911 or your local emergency number to disable the power line before touching any metal to try to exit the vehicle. Don't move a person with an electrical injury unless the person is in immediate danger.",electrical burns
When should emergency care be sought after an electrical burn?,"Emergency care should be sought if the injured person experiences severe burns, confusion, difficulty breathing, irregular heart rhythm (arrhythmias), does not have a pulse and is not breathing (cardiac arrest), muscle pain and contractions, seizures, or loss of consciousness.",electrical burns
What should be done immediately while waiting for medical help after an electrical burn?,"Immediately turn off the source of electricity if possible. If not, move the source away from both you and the injured person using a dry, nonconducting object made of cardboard, plastic, or wood. Begin CPR if the person is not breathing, coughing or moving and doesn't have a pulse. Do not remove clothing or try to clean the burned area. Cover any burned areas with a sterile gauze bandage, if available, or a clean cloth or sheet. Don't use a blanket or towel, because fuzz or loose fibers can stick to the burns. Try to prevent the injured person from becoming chilled.",electrical burns
What is fainting?,Fainting occurs when the brain doesn't receive enough blood for a brief time. This causes loss of consciousness.,fainting
What should you do if you feel faint?,"Lie down or sit down. To reduce the chance of fainting again, don't get up too quickly. Place your head between your knees if you sit down.",fainting
What should you do if someone else faints?,"Position the person on the back. If there are no injuries and the person is breathing, raise the person's legs above heart level if possible. Prop up the person's legs about 12 inches (30 centimeters). Loosen belts, collars or other tight clothing. To reduce the chance of fainting again, don't get the person up too fast. If the person doesn't regain consciousness within one minute, call 911 or your local emergency number.",fainting
What should you do if the person who fainted is not breathing?,"Check for breathing. Check for a pulse and to see if the person is breathing. If the person is not breathing, begin CPR. Call 911 or your local emergency number. Continue CPR until help arrives or the person begins to breathe.",fainting
What should you do if the person who fainted was injured in a fall?,"Treat bumps, bruises or cuts appropriately. Control bleeding with direct pressure.",fainting
When should you talk to your health care provider if you faint?,Talk to your health care provider if you faint more than once.,fainting
What should you do if you suspect a serious head injury?,Call 911 or your local emergency number.,head trauma
What are the symptoms of a serious head injury in adults?,"Severe head or facial bleeding, bleeding or fluid leakage from the nose or ears, vomiting, severe headache, change in consciousness for more than a few seconds, black-and-blue discoloration below the eyes or behind the ears, not breathing, confusion, agitation, loss of balance, weakness or an inability to use an arm or leg, unequal pupil size, slurred speech, seizures.",head trauma
What are the symptoms of a serious head injury in children?,"Any of the symptoms for adults, persistent crying, refusal to eat, bulging in the soft spot on the front of the head of infants, repeated vomiting.",head trauma
What first aid steps should you take while waiting for emergency medical help to arrive for someone with head trauma?,"Keep the person still. The injured person should lie down with the head and shoulders slightly elevated. Don't move the person unless necessary. Avoid moving the person's neck. If the person is wearing a helmet, don't remove it. Stop any bleeding. Apply firm pressure to the wound with sterile gauze or a clean cloth. But don't apply direct pressure to the wound if you suspect a skull fracture. Watch for changes in breathing and alertness. If the person shows no signs of circulation — no breathing, coughing or movement — begin CPR.",head trauma
What are the concussion symptoms that require evaluation by a medical professional?,"Nausea, unsteadiness, headaches, or difficulty concentrating.",head trauma
What is heat exhaustion?,"Heat exhaustion is a heat-related syndrome that occurs when the body loses too much water or salt, usually from excessive sweating or dehydration. It can begin suddenly or happen over time, usually after working, exercising, or playing in the heat.",heat exhaustion
What are the signs and symptoms of heat exhaustion?,"Signs and symptoms of heat exhaustion include cool, moist skin with goosebumps when in the heat, heavy sweating, faintness, dizziness, fatigue, weak and rapid pulse, low blood pressure upon standing, muscle cramps, nausea or vomiting, headache, extreme thirst, mild confusion, and decreased urine output.",heat exhaustion
What should you do if you suspect someone has heat exhaustion?,"If you suspect someone has heat exhaustion, move the person out of the heat and into a shady or air-conditioned place, lay the person down and elevate the legs and feet slightly, remove tight or heavy clothing, have the person sip chilled water, a decaffeinated sports drink containing electrolytes or other nonalcoholic beverage without caffeine, cool the person by spraying or sponging with cool water and fanning, and monitor the person carefully. Contact a health care provider if signs or symptoms worsen or if the person doesn't improve after taking first-aid measures.",heat exhaustion
When should you call 911 or your local emergency number?,"You should call 911 or your local emergency number if the person's condition gets worse, especially if he or she experiences fainting, agitation, confusion, seizures, inability to drink, or a core body temperature measured by rectal thermometer of 104 F (40 C) (heatstroke).",heat exhaustion
What is choking?,Choking happens when an object lodges in the throat or windpipe blocking the flow of air.,choking
What are the signs of choking?,"Signs of choking include one or both hands clutched to the throat, a look of panic, shock or confusion, inability to talk, strained or noisy breathing, squeaky sounds when trying to breathe, cough, which may either be weak or forceful, skin, lips and nails that change color turning blue or gray and loss of consciousness.",choking
What should you do if a choking person can cough forcefully?,"If a choking person can cough forcefully, let the person keep coughing. Coughing might naturally remove the stuck object.",choking
"What should you do if a person can't cough, talk, cry or laugh forcefully?","If a person can't cough, talk, cry or laugh forcefully, give first aid to the person.",choking
What are the steps for first aid for a choking person?,The American Red Cross recommends the following steps: 1) Give five back blows. 2) Give five abdominal thrusts. 3) Alternate between five blows and five thrusts until the blockage is dislodged.,choking
How do you perform abdominal thrusts on someone else?,"To give abdominal thrusts to someone else, stand behind the person. For a child, kneel down behind. Place one foot slightly in front of the other for balance. Wrap your arms around the waist. Tip the person forward slightly. Make a fist with one hand. Put it just above the person's navel. Grasp the fist with the other hand. Press into the stomach, also called the abdomen, with a quick, upward thrust — as if trying to lift the person up. For a child, use gentle yet firm pressure to avoid damaging the internal organs. Give five abdominal thrusts. Check if the blockage has been removed. Repeat as needed.",choking
What should you do if you are the only rescuer?,"If you're the only rescuer, give back blows and abdominal thrusts first. Then call 911 or your local emergency number for help.",choking
What should you do if the person becomes unconscious?,"If the person becomes unconscious, start standard cardiopulmonary resuscitation (CPR) with chest compressions and rescue breaths.",choking
What should you do if the person is pregnant or if you can't get your arms around the stomach?,"Give chest thrusts. Put your hands at the base of the breastbone, just above the joining of the lowest ribs. Press hard into the chest with a quick thrust. This is the same action as the Heimlich maneuver. Repeat until the blockage is removed from the airway.",choking
What should you do to clear the airway of an unconscious person who is choking?,"Lower the person onto the floor, with the back on the floor and arms to the sides. Clear the airway. If you can see the object, reach a finger into the mouth to sweep out the object. Never finger sweep if you can't see the object. You risk pushing the blockage deeper into the airway. This is very risky with young children. Begin CPR if the person still doesn't respond. If the airway is still blocked, use chest compressions such as those that are used in CPR to remove the stuck object. Only use two rescue breaths per cycle. Recheck the mouth regularly for the object.",choking
What should you do to clear the airway of a choking infant younger than age 1?,Sit and hold the infant facedown on your forearm. Rest your forearm on your thigh. Hold the infant's chin and jaw to support the head. Place the head lower than the trunk. Thump the infant gently but firmly five times on the middle of the back. Use the heel of your hand. Point your fingers up so that you don't hit the back of the infant's head. Gravity and the back thumps should release the blockage. Turn the infant faceup on your forearm if breathing hasn't started. Rest your arm on your thigh. Place the infant's head lower than the trunk. Give five gentle but firm chest compressions with your fingers. Place two fingers just below the nipple line. Press down about 1 1/2 inches. Let the chest rise between each compression. Repeat the back thumps and chest compressions if breathing doesn't start. Call for emergency medical help. Begin infant CPR if the airway is clear but the infant doesn't start breathing.,choking
What should you do if you're alone and choking?,"Call 911 or your local emergency number right away. Then, give yourself abdominal thrusts, also called the Heimlich maneuver, to remove the stuck object. Place a fist slightly above your navel. Grasp your fist with the other hand. Bend over a hard surface. A countertop or chair will do. Shove your fist inward and upward.",choking
What is a dislocation?,A dislocation is an injury in which the ends of your bones are forced from their normal positions.,dislocation
What is the usual cause of dislocation?,"The cause is usually trauma resulting from a fall, an auto accident, or a collision during contact or high-speed sports.",dislocation
Which joints are usually involved in dislocation?,"Dislocation usually involves the body's larger joints. In adults, the most common site of the injury is the shoulder. In children, it's the elbow. Your thumb and fingers also are vulnerable if forcibly bent the wrong way.",dislocation
What are the symptoms of dislocation?,The injury will temporarily deform and immobilize your joint and may result in sudden and severe pain and swelling.,dislocation
What should you do if you believe you have dislocated a joint?,"Don't delay medical care. Get medical help immediately. Don't move the joint. Until you receive help, splint the affected joint into its fixed position. Don't try to move a dislocated joint or force it back into place. This can damage the joint and its surrounding muscles, ligaments, nerves or blood vessels. Put ice on the injured joint. This can help reduce swelling by controlling internal bleeding and the buildup of fluids in and around the injured joint.",dislocation
Why should you not try to move a dislocated joint back into place?,"This can damage the joint and its surrounding muscles, ligaments, nerves or blood vessels.",dislocation
What should you do if you swallow a foreign object?,"If you swallow a foreign object and it is stuck in your esophagus or blocks your airway and causes choking, seek immediate medical attention. If you have food stuck in the esophagus, you can try to drink a carbonated beverage to see if that will help it pass.",foreign object swallowed
What are the symptoms of an object stuck in the esophagus?,Symptoms include pain from the throat down the middle of the chest and regurgitating food or drink.,foreign object swallowed
What should you do if someone is choking on a foreign object?,"If a choking person can cough forcefully, let the person keep coughing. Coughing might naturally remove the stuck object. If a person can't cough, talk, cry or laugh forcefully, give first aid to the person. The American Red Cross recommends giving five back blows and five abdominal thrusts, alternating between the two, until the blockage is dislodged. If the choking person becomes unconscious, clear the airway and begin CPR.",foreign object swallowed
What should you do if the choking person becomes unconscious?,"If the choking person becomes unconscious, lower the person onto the floor, clear the airway, and begin CPR if the person still doesn't respond. Recheck the mouth regularly for the object.",foreign object swallowed
How do you give abdominal thrusts to someone else?,"Stand behind the person and place one foot slightly in front of the other for balance. Wrap your arms around the waist and tip the person forward slightly. Make a fist with one hand and put it just above the person's navel. Grasp the fist with the other hand and press into the stomach with a quick, upward thrust – as if trying to lift the person up. For a child, use gentle yet firm pressure to avoid damaging the internal organs. Give five abdominal thrusts and check to see if the blockage has been removed. Repeat as needed.",foreign object swallowed
What should you do if an object is stuck in your esophagus?,"If an object is stuck in your esophagus, you may need to have it removed by your health care provider. See your provider right away if the object is sharp or pointed, a button battery, or a magnet.",foreign object swallowed
What are the symptoms of having a foreign object stuck in the esophagus?,Symptoms include pain from the throat down the middle of the chest and regurgitating food or drink.,foreign object swallowed
What should you do if a person is choking and can't cough or talk forcefully?,"If a person can't cough, talk, cry or laugh forcefully, give first aid to the person. Give five back blows and five abdominal thrusts, also known as the Heimlich maneuver, alternately until the blockage is dislodged.",foreign object swallowed
What should you do if a choking person becomes unconscious?,"Lower the person onto the floor, clear the airway, and begin CPR if the person still doesn't respond. If the airway is still blocked, use chest compressions such as those that are used in CPR to remove the stuck object.",foreign object swallowed
What should you do if you're choking and alone?,"Call 911 or your local emergency number right away. Then give yourself abdominal thrusts, also called the Heimlich maneuver, to remove the stuck object.",foreign object swallowed
What should you do if the person is pregnant or if you can't get your arms around the stomach?,"If the person is pregnant or if you can't get your arms around the stomach, give chest thrusts. Put your hands on the chest, place them at the base of the breastbone, and press hard into the chest with a quick thrust. Repeat until the blockage is removed from the airway.",foreign object swallowed
What can you do to prepare for situations like this?,"To prepare for situations like this, learn the Heimlich maneuver and CPR in a certified first-aid training course.",foreign object swallowed
What is poisoning?,"Poisoning is injury or death due to swallowing, inhaling, touching or injecting various drugs, chemicals, venoms or gases. Many substances — such as drugs and carbon monoxide — are poisonous only in higher concentrations or dosages.",poisoning
What are the signs and symptoms of poisoning?,"Signs and symptoms of poisoning may include burns or redness around the mouth and lips, breath that smells like chemicals, such as gasoline or paint thinner, vomiting, difficulty breathing, drowsiness, and confusion or other altered mental status.",poisoning
What should you do if you suspect someone has been poisoned?,"If you suspect poisoning, be alert for clues such as empty pill bottles or packages, scattered pills, and burns, stains and odors on the person or nearby objects. Call Poison Help at 800-222-1222 in the United States or your regional poison control center in the following situations: The person is stable and has no symptoms, or the person is going to be transported to the local emergency department. Be ready to describe the person's symptoms, age, weight, other medications he or she is taking, and any information you have about the poison. Try to determine the amount ingested and how long since the person was exposed to it. If possible, have on hand the pill bottle, medication package or other suspect container so that you can refer to its label when speaking with the poison control center.",poisoning
When should you call 911 or your local emergency number if you suspect poisoning?,"Call 911 or your local emergency number immediately if the person is drowsy or unconscious, having difficulty breathing or has stopped breathing, uncontrollably restless or agitated, having seizures, or known to have taken medications, or any other substance, intentionally or accidentally overdosed (in these situations the poisoning typically involves larger amounts, often along with alcohol).",poisoning
How can you get help from Poison Control in the U.S?,"There are two ways to get help from Poison Control in the U.S: online at www.poison.org or by calling 800-222-1222. Both options are free, confidential, and available 24 hours a day. It may help to place a refrigerator magnet or a visible sticker in your home with the poison control number. Poison control centers are excellent resources for poisoning information and, in many situations, may advise that in-home observation is all that's needed.",poisoning
What should you do if someone has swallowed poison?,"Remove anything remaining in the person's mouth. If the suspected poison is a household cleaner or other chemical, read the container's label and follow instructions for accidental poisoning.",poisoning
What should you do if someone has poison on their skin?,Remove any contaminated clothing using gloves. Rinse the skin for 15 to 20 minutes in a shower or with a hose.,poisoning
What should you do if someone has poison in their eye?,Gently flush the eye with cool or lukewarm water for 20 minutes or until help arrives.,poisoning
What should you do if someone has inhaled poison?,Get the person into fresh air as soon as possible.,poisoning
What should you do if the person vomits?,Turn his or her head to the side to prevent choking.,poisoning
When should you begin CPR for a person who has been poisoned?,"Begin CPR if the person shows no signs of life, such as moving, breathing or coughing.",poisoning
What is the number to call for Poison Help in the United States?,Call Poison Help at 800-222-1222 in the United States or your regional poison control for additional instructions.,poisoning
What should you do if someone is at risk of overdose of opioid pain medication and naloxone (Narcan) is available?,"If the person is at risk of overdose of opioid pain medication and naloxone (Narcan) is available, please administer. Loved ones should be familiar with how to use them.",poisoning
What is the caution about using syrup of ipecac?,"Don't give syrup of ipecac or do anything to induce vomiting. Expert groups, including the American Association of Poison Control Centers and the American Academy of Pediatrics, no longer endorse using ipecac in children or adults who have taken pills or other potentially poisonous substances. No good evidence proves its effectiveness, and it often can do more harm than good. If you still have old bottles of syrup of ipecac in your home, throw them away.",poisoning
What should you do if a child has swallowed a button battery?,"If you suspect that a child has swallowed one of these batteries, immediately take him or her for an emergency X-ray to determine its location. If the battery is in the esophagus, it will have to be removed. If it has passed into the stomach, it's usually safe to allow it to pass on through the intestinal tract.",poisoning
What should you do if you think a child got hold of medicated patches?,"If you think a child got hold of medicated patches — adhesive products for transdermal drug delivery — carefully inspect the child's skin and remove any that are attached. Also check the roof of the mouth, where medicated patches can get stuck if the child sucks on them.",poisoning
What is anaphylaxis?,"Anaphylaxis is a life-threatening allergic reaction that can cause shock, a sudden drop in blood pressure, and trouble breathing.",anaphylaxis: first aid
What are the symptoms of anaphylaxis?,"Symptoms of anaphylaxis include skin reactions such as hives, itching, and skin that becomes flushed or changes color; swelling of the face, eyes, lips, or throat; narrowing of the airways, leading to wheezing and trouble breathing or swallowing; a weak and rapid pulse; nausea, vomiting, or diarrhea; dizziness, fainting, or unconsciousness.",anaphylaxis: first aid
What should you do if someone is having an allergic reaction with signs of anaphylaxis?,"If you're with someone having an allergic reaction with signs of anaphylaxis, immediately call 911 or your local medical emergency number. Ask if the person is carrying an epinephrine autoinjector (EpiPen, Auvi-Q, others) to treat an allergic attack. If the person needs to use an autoinjector, ask whether you should help inject the medication. This is usually done by pressing the autoinjector against the person's thigh. Have the person lie face up and be still. Loosen tight clothing and cover the person with a blanket. Don't give the person anything to drink. If there's vomiting or bleeding from the mouth, turn the person to the side to prevent choking. If there are no signs of breathing, coughing or movement, begin CPR. Do uninterrupted chest presses — about 100 every minute — until paramedics arrive. Get emergency treatment even if symptoms start to improve. After anaphylaxis, it's possible for symptoms to start again (recur). Monitoring in a hospital for several hours is usually necessary.",anaphylaxis: first aid
Are antihistamine pills enough to treat anaphylaxis?,"No, antihistamine pills such as diphenhydramine (Benadryl) aren't enough to treat anaphylaxis. These medications can help relieve allergy symptoms, but they work too slowly in a severe reaction.",anaphylaxis: first aid
What are some common triggers for anaphylaxis?,"Some common anaphylaxis triggers include medications, latex, foods such as peanuts, tree nuts, fish, and shellfish, and insect stings from bees, yellow jackets, wasps, hornets, and fire ants.",anaphylaxis: first aid
What should you do if you've had a severe allergic reaction in the past?,"If you've had any kind of severe allergic reaction in the past, ask your doctor if you should be prescribed an epinephrine autoinjector to carry with you.",anaphylaxis: first aid
What should you do with your first-aid kit?,Keep at least one first-aid kit in your home and one in your car. Store your kits someplace easy to get to and out of the reach of young children.,first-aid kits
Where can you buy first-aid kits?,You can buy first-aid kits at many drugstores or assemble your own.,first-aid kits
What supplies might a first-aid kit include?,"A first-aid kit might include basic supplies, medications, and emergency items. Basic supplies might include adhesive tape, elastic wrap bandages, bandage strips, and various other items.",first-aid kits
What medications might a first-aid kit include?,"Medications that might be included in a first-aid kit could include pain relievers, antihistamines, cough and cold medications, and personal medications that don't require refrigeration.",first-aid kits
What emergency items might be included in a first-aid kit?,"Emergency items that might be included in a first-aid kit could include emergency phone numbers, medical consent forms and medical history forms for each family member, a small notepad and waterproof writing instrument, and more.",first-aid kits
Why is it important to check your first-aid kit regularly?,You should check your first-aid kits regularly to be sure the flashlight batteries work and to replace supplies that have expired or been used up.,first-aid kits
What should you do to prepare for medical emergencies?,Consider taking a first-aid course through the American Red Cross. Contact your local chapter for information on classes. You should also prepare children for medical emergencies in age-appropriate ways.,first-aid kits
What should you do if you or someone else inhales a foreign object?,"See a healthcare provider. If the object causes choking, perform first aid.",foreign object inhaled
What should you do if a choking person can cough forcefully?,Let the person keep coughing. Coughing might naturally remove the stuck object.,foreign object inhaled
"What should you do if a person can't cough, talk, cry, or laugh forcefully?",Perform first aid.,foreign object inhaled
What are the recommended steps for performing first aid on a choking adult?,"Give five back blows. Stand to the side and just behind the choking adult. Place your arm across the person's chest to support the person's body. Bend the person over at the waist to face the ground. Strike five separate times between the person's shoulder blades with the heel of your hand. If back blows don't remove the stuck object, give five abdominal thrusts, also known as the Heimlich maneuver. Alternate between five blows and five thrusts until the blockage is dislodged.",foreign object inhaled
What should you do if you're the only rescuer?,"Give back blows and abdominal thrusts first, then call 911 or your local emergency number for help. If another person is there, have them call for help while you give first aid.",foreign object inhaled
What should you do if the person who has inhaled an object becomes unconscious?,"Lower the person onto the floor with the back on the floor and arms to the sides. Clear the airway. If you can see the object, reach a finger into the mouth to sweep out the object. Never finger sweep if you can't see the object. You risk pushing the blockage deeper into the airway. If the airway is still blocked, use chest compressions such as those that are used in CPR to remove the stuck object. Only use two rescue breaths per cycle. Recheck the mouth regularly for the object.",foreign object inhaled
What should you do if you're alone and choking?,"Call 911 or your local emergency number right away. Then, give yourself abdominal thrusts, also called the Heimlich maneuver, to remove the item from the airway. Place a fist slightly above your navel. Grasp your fist with the other hand. Bend over a hard surface such as a countertop or chair. Shove your fist inward and upward.",foreign object inhaled
What are emergency essentials kits used for?,Emergency essentials kits are used to help you respond to natural disasters or other serious situations.,emergency essentials
What should you do to prepare for the unexpected?,You should put together a survival kit that could be useful if you needed to evacuate your home.,emergency essentials
How long should the supplies in an emergency essentials kit last?,The supplies in an emergency essentials kit should be enough to last three days.,emergency essentials
What is included in a basic emergency essentials kit?,"A basic emergency essentials kit includes a small, waterproof flashlight or headlamp and extra batteries, waterproof matches, water, 1 gallon a person for each day, food that won't spoil, including baby food if needed, manual can opener for food, pet food and supplies, such as a leash, if needed, small notepad and waterproof writing instrument, blanket, cellphone with solar charger, battery-powered or hand-cranked radio and a weather radio with tone alert and extra batteries for both, insect repellent, whistle, first-aid kit, dust mask, plastic sheeting and duct tape for improvised shelter, wrench or pliers to turn off utilities, medicine, a week's supply, extra medical supplies or equipment as needed, soap, toothbrush, feminine supplies and other personal care items, moist towelettes, garbage bags and plastic ties for personal sanitation, emergency health information for you and your family, phone numbers for professional emergency contacts, such as your family doctor and pediatrician, phone numbers for a personal emergency contact, such as a friend or a family member you've asked to serve in this role, copy of insurance cards, cash or traveler's checks and change, maps of the area, and an extra set of car keys and house keys.",emergency essentials
What should you do with your emergency essentials kit?,You should keep your emergency essentials handy and make sure your family members know where to find the kit. You should also consider keeping basic emergency essentials in your car as well.,emergency essentials
What is gastroenteritis?,"Gastroenteritis is an inflammation of the stomach and intestines caused by viruses, bacteria, parasites or side effects from medications.",gastroenteritis
What are the common causes of gastroenteritis?,"The common causes of gastroenteritis are viruses, food or water contaminated by bacteria or parasites, and side effects from medications.",gastroenteritis
What are the characteristic signs and symptoms of gastroenteritis?,"Characteristic signs and symptoms of gastroenteritis include nausea or vomiting, diarrhea, abdominal cramps, and low-grade fever (sometimes).",gastroenteritis
How can I prevent dehydration when I have gastroenteritis?,"You can prevent dehydration by sipping liquids, such as a sports drink or water, to prevent dehydration. Drinking fluids too quickly can worsen the nausea and vomiting, so try to take small frequent sips over a couple of hours, instead of drinking a large amount at once.",gastroenteritis
What should I do if I experience signs of dehydration?,"If you experience signs of dehydration, such as infrequent passage of dark urine, dizziness or lightheadedness, seek medical attention if you can't drink enough fluids.",gastroenteritis
What should I eat when I have gastroenteritis?,"You should try to eat small amounts of food frequently if you experience nausea. Otherwise, gradually begin to eat bland, easy-to-digest foods, such as soda crackers, toast, gelatin, bananas, applesauce, rice and chicken. Stop eating if your nausea returns. Avoid milk and dairy products, caffeine, alcohol, nicotine, and fatty or highly seasoned foods for a few days.",gastroenteritis
When should I seek medical attention if I have gastroenteritis?,"You should seek medical attention if vomiting persists more than two days, diarrhea persists more than several days, diarrhea turns bloody, fever is more than 102 F (39 C) or higher, lightheadedness or fainting occurs with standing, confusion develops, or worrisome abdominal pain develops.",gastroenteritis
What should I do if my child has gastroenteritis?,"If your child has gastroenteritis, allow your child to rest and gradually introduce bland, easy-to-digest foods. When your child's vomiting stops, begin to offer small amounts of an oral rehydration solution (CeraLyte, Enfalyte, Pedialyte). Don't use only water or only apple juice. Seek medical attention if your child becomes unusually drowsy, vomits frequently or vomits blood, has bloody diarrhea, shows signs of dehydration, or has a fever.",gastroenteritis
When should you seek medical care for a spider bite?,"You should seek medical care immediately if you were bitten by a dangerous spider, such as a black widow or a brown recluse, if you are unsure whether the bite was from a dangerous spider, if you have severe pain, abdominal cramping or a growing wound at the bite site, if you are having problems breathing or swallowing or if the area of the sore has spreading redness or red streaks.",spider bites
What should you do to take care of a spider bite?,"To take care of a spider bite, you should clean the wound with mild soap and water, apply an antibiotic ointment three times a day to help prevent infection, apply a cool compress over the bite for 15 minutes each hour, elevate the affected area if possible, take an over-the-counter pain reliever as needed and if the wound is itchy, an antihistamine, such as diphenhydramine (Benadryl) or certirizine (Zyrtec) might help.",spider bites
What are the signs and symptoms of a black widow spider bite?,"The signs and symptoms of a black widow spider bite can include redness, pain and swelling, severe abdominal rigidity or cramping, nausea, vomiting, tremors or sweating. A black widow spider can usually be identified by the red hourglass marking on its belly.",spider bites
What are the signs and symptoms of a brown recluse spider bite?,"The signs and symptoms of a brown recluse spider bite can include at first, a mild pain, fever, chills and body aches and a deep blue or purple area around the bite, which may develop a red ring around it. The brown recluse spider has a violin-shaped marking on its back, but this mark can be hard to see.",spider bites
What is the danger of an electrical shock?,"The danger from an electrical shock depends on the type of current, how high the voltage is, how the current traveled through the body, the person's overall health and how quickly the person is treated. An electrical shock may cause burns, or it may leave no visible mark on the skin. In either case, an electrical current passing through the body can cause damage inside the body, cardiac arrest or other injury. Under certain circumstances, even a small amount of electricity can be fatal.",electrical shock
When should a person who has been injured by contact with electricity see a health care provider?,A person who has been injured by contact with electricity should be seen by a health care provider.,electrical shock
What should you do if you encounter a person who has been injured by contact with electricity?,Don't touch an injured person who is still in contact with an electrical current. Call 911 or your local emergency number if the source of the burn is a high-voltage wire or lightning. Don't get near high-voltage wires until the power is turned off. Overhead power lines usually aren't insulated. Stay at least 20 feet (about 6 meters) away — farther if wires are jumping and sparking. Don't move a person with an electrical injury unless there is immediate danger.,electrical shock
When should you seek emergency care for a person who has been injured by contact with electricity?,"Call 911 or your local emergency number if the injured person experiences severe burns, confusion, difficulty breathing, heart rhythm problems, cardiac arrest, muscle pain and contractions, seizures, or loss of consciousness.",electrical shock
What actions should you take immediately while waiting for medical help for a person who has been injured by contact with electricity?,"Turn off the source of electricity, if possible. If not, use a dry, nonconducting object made of cardboard, plastic or wood to move the source away from you and the injured person. Begin CPR if the person shows no signs of circulation, such as breathing, coughing or movement. Try to prevent the injured person from becoming chilled. Apply a bandage. Cover any burned areas with a sterile gauze bandage, if available, or a clean cloth. Don't use a blanket or towel, because loose fibers can stick to the burns.",electrical shock
What should you do before attempting to remove a small foreign object from the skin?,Wash your hands and clean the area well with soap and water.,foreign object in the skin
What should you use to remove a small foreign object from the skin?,Use tweezers cleaned with rubbing alcohol to remove the object. Use a magnifying glass to help you see better.,foreign object in the skin
What should you do if the object is under the surface of the skin?,"Sterilize a clean, sharp needle by wiping it with rubbing alcohol. Use the needle to gently break the skin over the object and lift up the tip of the object. Use a tweezers to grab the end of the object and remove it.",foreign object in the skin
What should you do after removing a small foreign object from the skin?,Wash the area again and pat dry. Apply petroleum jelly or an antibiotic ointment.,foreign object in the skin
When should you seek prompt medical help for a foreign object in the skin?,"If the foreign object seems to be more deeply embedded in the skin or muscle. Also, seek medical help if the object is hard to see, doesn't come out easily, the injury involves an eye or is close to an eye, or the wound is deep or dirty and the injured person's last tetanus vaccination was more than five years ago.",foreign object in the skin
What should I do if a chemical splashes into my eye?,"Flush your eye with clean, lukewarm tap water for at least 20 minutes. You can either get into the shower and aim a gentle stream of water on your forehead over your affected eye or hold the lids of your affected eye open under a gently running faucet. Young children may do best if they lie down in the bathtub or lean back over a sink. Pour a gentle stream of water on the forehead over the affected eye or on the bridge of the nose to flush both eyes.",chemical splash in the eye
What should I do after flushing my eye?,Wash your hands with soap and water to remove any chemical or soap on them. Remove contact lenses if they don't come out during the flush.,chemical splash in the eye
What shouldn't I do if a chemical splashes into my eye?,"Don't rub your eye, as it may cause further damage. Don't put anything except water or contact lens saline rinse in the eye. Don't use eyedrops unless emergency personnel tell you to do so.",chemical splash in the eye
