question,answer,tags
ما هي خطوات الإسعافات الأولية لحرق المواد الكيميائية؟,إذا كنت تعتقد أن لديك حرقًا كيميائيًا ، فاتخذ هذه الخطوات على الفور: إزالة المواد الكيميائية الجافة ، وإزالة الملابس أو المجوهرات الملوثة وشطف المواد الكيميائية لمدة 20 دقيقة على الأقل ، في الحمام إذا كان متاحًا ، ضمد الحرق ، وقم بتغطية الحرق بضمادة نظيفة ، وشطف مرة أخرى إذا لزم الأمر. إذا شعرت بمزيد من الحرق ، اشطف المنطقة مرة أخرى لعدة دقائق أخرى.,chemical burns
ما هي الكدمة؟,تتشكل الكدمة عندما تنكسر الأوعية الدموية تحت الجلد. يخلق الدم المحبوس كدمة سوداء أو أرجوانية أو زرقاء ثم يتغير لونها أثناء شفائها.,bruise
كيف يمكنك تعزيز الشفاء من الكدمة؟,يمكنك تعزيز الشفاء من الكدمات عن طريق رفع المنطقة المصابة فوق مستوى القلب إن أمكن ، وتطبيق كيس ثلج ملفوف بمنشفة رقيقة ، وتكرار عدة مرات لمدة يوم أو يومين بعد الإصابة. هذا يساعد على تقليل التورم والألم. إذا كانت المنطقة المصابة تورمًا ، ضع ضمادة مرنة حولها ، ولكن ليس ضيقة جدًا.,bruise
هل تحتاج إلى ضمادة كدمة إذا لم يتم كسر الجلد؟,إذا لم يتم كسر الجلد، لا تحتاج إلى ضمادة كدمة. النظر في اتخاذ مسكنات الألم غير وصفة طبية إذا لزم الأمر.,bruise
متى يجب عليك استشارة مقدم الرعاية الصحية الخاص بك للحصول على كدمة؟,يجب عليك استشارة مقدم الرعاية الصحية الخاص بك إذا كان لديك تورم مؤلم للغاية في المنطقة المصابة ، أو يشتبه في أن هناك كدمة ناتجة عن إساءة معاملة الأطفال أو العنف المنزلي أو إساءة معاملة المسنين ، أو لا تزال تعاني من الألم بعد ثلاثة أيام من إصابة بسيطة على ما يبدو ، أو لديك كدمات متكررة أو كبيرة أو مؤلمة ، أو لديك كدمات تبدأ فجأة أو يبدو أنها تتطور دون سبب ، أو لديك تاريخ شخصي أو عائلي من الكدمات أو النزيف السهل ، أو تلاحظ شكلًا مقطوعًا على الكدمة ، والتي قد تكون أيضًا علامة على تجمع الدم.,bruise
ما هي الصدمة؟,الصدمة هي حالة حرجة تحدث عندما يكون هناك انخفاض مفاجئ في تدفق الدم في جميع أنحاء الجسم. يمكن أن يحدث هذا بسبب مجموعة متنوعة من العوامل بما في ذلك الصدمة أو فقدان الدم أو الحروق الشديدة أو العدوى الشديدة أو التسمم.,shock
ما هي علامات وأعراض الصدمة؟,يمكن أن تختلف علامات وأعراض الصدمة اعتمادًا على الظروف ، ولكنها قد تشمل بشرة باردة أو صاخبة ؛ بشرة شاحبة أو شاحبة ؛ نبض سريع؛ التنفس السريع؛ الغثيان أو القيء؛ الضعف أو التعب؛ الدوخة أو الإغماء؛ التغيرات في الحالة العقلية أو السلوك؛ أو توسيع التلاميذ.,shock
ماذا أفعل إذا كنت أشك في أن شخصًا ما في حالة صدمة؟,إذا كنت تشك في أن شخصًا ما في حالة صدمة ، فاتصل بالرقم 911 أو رقم الطوارئ المحلي الخاص بك. ثم ضع الشخص على الفور ورفع ساقيه وقدميه قليلاً إلا إذا كنت تعتقد أن هذا قد يسبب ألمًا أو مزيدًا من الإصابة. ابق الشخص ثابتًا وابدأ الإنعاش القلبي الرئوي إذا لم يظهر الشخص أي علامات للحياة ، مثل عدم التنفس أو السعال أو الحركة. قم بفك الملابس الضيقة وقم بتغطية الشخص ببطانية لمنع تقشعر لها. لا تدع الشخص يأكل أو يشرب أي شيء. إذا كان الشخص مصابًاًا.,shock
ماذا أفعل إذا كان الشخص يعاني من رد فعل تحسسي ولدي حاقن ذاتي للإبينيفرين؟,إذا كنت تشك في أن الشخص يعاني من رد فعل تحسسي ولديك حق الوصول إلى حاقن الأدرينالين الذاتي ، فاستخدمه وفقًا لتعليماته.,shock
ماذا تفعل إذا كنت تشك في إصابة شخص ما في العمود الفقري؟,اطلب المساعدة. اتصل بالرقم 911 أو المساعدة الطبية الطارئة.,spinal injury
ما الذي يجب عليك فعله لمنع حركة الرقبة والرأس في شخص يشتبه في إصابته في العمود الفقري؟,ضع المناشف الثقيلة أو الأوراق الملفوفة على جانبي الرقبة أو أمسك الرأس والرقبة لمنع الحركة.,spinal injury
متى يجب أن تبدأ ضغطات الصدر على شخص يشتبه في إصابته في العمود الفقري؟,إذا لم يظهر الشخص أي علامات على الدورة الدموية (التنفس أو السعال أو الحركة) ، فابدأ الإنعاش القلبي الرئوي ، ولكن لا تميل الرأس للخلف لفتح مجرى الهواء. استخدم أصابعك لفهم الفك بلطف ورفعه للأمام. إذا لم يكن لدى الشخص نبض ، فابدأ ضغطات الصدر.,spinal injury
يجب عليك إزالة خوذة إذا كان شخص ما يرتدي واحدة ويشتبه في إصابة العمود الفقري؟,لا ، إذا كان الشخص يرتدي خوذة ، فلا تقم بإزالتها. يجب إزالة قناع وجه خوذة كرة القدم إذا كنت بحاجة إلى الوصول إلى مجرى الهواء.,spinal injury
ماذا يجب أن تفعل إذا كنت بحاجة إلى لفة شخص ما مع إصابة العمود الفقري المشتبه بها؟,إذا كان يجب عليك لف الشخص لأنه يتقيأ أو يختنق بالدم أو لأنه يجب عليك التأكد من أن الشخص لا يزال يتنفس ، فأنت بحاجة إلى شخص آخر على الأقل. مع وجود أحدكم على الرأس والآخر على جانب الشخص المصاب ، اعملوا معًا للحفاظ على رأس الشخص ورقبته وظهره مصطفًا أثناء لف الشخص على جانب واحد.,spinal injury
ما هي تشنجات الحرارة؟,تشنجات الحرارة هي تشنجات عضلية مؤلمة لا إرادية تحدث عادة أثناء ممارسة التمارين الرياضية الثقيلة في البيئات الحارة.,heat cramps
ما الذي يساهم في تشنجات الحرارة؟,السوائل وفقدان المنحل بالكهرباء غالبا ما تسهم في تشنجات الحرارة.,heat cramps
ما هي العضلات التي غالبا ما تتأثر بتشنجات الحرارة؟,تشمل العضلات الأكثر تأثرًا عضلات العجول والذراعين وجدار البطن والظهر ، على الرغم من أن تشنجات الحرارة قد تنطوي على أي مجموعة عضلية تشارك في التمرين.,heat cramps
ماذا يجب أن تفعل إذا كنت تشك في تشنجات الحرارة؟,استرح لفترة وجيزة وابرد ، وشرب عصيرًا واضحًا أو مشروبًا رياضيًا يحتوي على الإلكتروليت ، ومارس التمارين اللطيفة ، وتمتد مجموعة الحركة والتدليك اللطيف لمجموعة العضلات المصابة ، ولا تستأنف النشاط الشاق لعدة ساعات أو أكثر بعد أن تختفي تشنجات الحرارة.,heat cramps
متى يجب عليك الاتصال بطبيبك إذا كان لديك تشنجات حرارية؟,يجب عليك الاتصال بطبيبك إذا لم تختفي التشنجات في غضون ساعة واحدة أو نحو ذلك.,heat cramps
ما هو ضربة الشمس؟,تحدث ضربة الشمس عندما ترتفع درجة حرارة جسمك بسرعة ولا يمكنك أن تبرد. يمكن أن تكون مهددة للحياة عن طريق التسبب في تلف دماغك والأعضاء الحيوية الأخرى. قد يكون سببها نشاط شاق في الحرارة أو عن طريق التواجد في مكان حار لفترة طويلة.,heatstroke
ما هي علامات وأعراض ضربة الشمس؟,تشمل علامات وأعراض ضربة الشمس: الحمى من 104 درجة فهرنهايت (40 درجة مئوية) أو أكثر ، والتغيرات في الحالة العقلية أو السلوك مثل الارتباك ، والإثارة والكلام الملتهب ، والساخنة ، والجلد الجاف أو التعرق الشديد ، والغثيان والقيء ، والجلد دافق ، والنبض السريع ، والتنفس السريع ، والصداع ، والإغماء ، والنوبات ، والغيبوبة.,heatstroke
ماذا أفعل إذا كنت أشك في أن شخصًا ما يعاني من ضربة شمس؟,إذا كنت تشك في ضربة الشمس ، اتصل بالرقم 911 أو رقم الطوارئ المحلي الخاص بك. ثم أخرج الشخص من الحرارة على الفور. قم بتبريد الشخص بأي وسيلة متاحة. على سبيل المثال: ضع الشخص في حوض بارد من الماء أو دش بارد ، أو رش الشخص بخرطوم الحديقة ، أو إسفنجة الشخص بالماء البارد ، أو قم بتهيج الشخص أثناء التغشية بالماء البارد ، أو ضع عبوات ثلج أو مناشف مبللة باردة على الرقبة ، أو الإبطين أو الفخذين مبللة. إذا كان الشخص باردًاًاً ، أو رطبًاً أو مغطىًاً.,heatstroke
ماذا أفعل إذا فقد الشخص وعيه؟,ابدأ الإنعاش القلبي الرئوي إذا فقد الشخص وعيه ولم يظهر أي علامات على الدورة الدموية ، مثل التنفس أو السعال أو الحركة.,heatstroke
ماذا يجب أن أفعل بعد الحصول على العين السوداء مباشرة؟,ضعي كمادات باردة بعد فترة وجيزة من الإصابة. باستخدام ضغط لطيف، ضعي عبوة باردة أو قطعة قماش مملوءة بالثلج - أو حتى كيس من الخضروات المجمدة - على المنطقة المحيطة بالعين. احرصي على عدم الضغط على العين نفسها. ضعي البرد في أقرب وقت ممكن بعد الإصابة لتقليل التورم. كرري عدة مرات في اليوم لمدة يوم أو يومين.,black eye
متى يجب علي طلب الرعاية الطبية العاجلة للعين السوداء؟,إذا رأيت دمًا في الأجزاء البيضاء أو الملونة من العين ، فاطلب رعاية عاجلة من أخصائي العيون (طبيب العيون).,black eye
متى يجب أن أطلب الرعاية الطبية على الفور للعين السوداء؟,اطلب الرعاية الطبية على الفور إذا كنت تعاني من مشاكل في الرؤية، مثل الرؤية المزدوجة أو عدم وضوح الرؤية. اطلب الرعاية أيضًا على الفور إذا كنت تعاني من ألم شديد أو كدمات حول كلتا العينين أو نزيف في العين أو من الأنف.,black eye
متى يمكنني وضع كمادات دافئة أو ساخنة على العين السوداء؟,ضع كمادات دافئة أو ساخنة بعد بضعة أيام عندما ينخفض التورم. كرر عدة مرات في اليوم لمدة يوم أو يومين.,black eye
ماذا أفعل إذا رأيت نزيف حاد؟,اتصل بالرقم 911 أو رقم الطوارئ المحلي إذا كان الجرح عميقًا أو لم تكن متأكدًا من مدى خطورته. لا تحرك الشخص المصاب إلا إذا لزم الأمر لتجنب المزيد من الإصابات.,severe bleeding
ماذا يجب أن أفعل قبل التحقق من مصدر الجرح؟,ضع قفازات يمكن التخلص منها وغيرها من معدات الحماية الشخصية إذا كان لديك. إزالة أي ملابس أو حطام من الجرح.,severe bleeding
كيف يمكنني إيقاف النزيف؟,غطي الجرح بشاش معقم أو بقطعة قماش نظيفة. اضغط عليه بقوة مع راحة يدك حتى يتوقف النزيف. ولكن لا تضغط على إصابة العين أو كائن مضمن. لا تضغط على جرح الرأس إذا كنت تشك في كسر الجمجمة.,severe bleeding
ماذا أفعل إذا تسرب الدم من خلال الضمادة؟,أضف المزيد من الشاش أو القماش فوق الضمادة الموجودة. ثم استمر في الضغط بقوة على المنطقة.,severe bleeding
متى يجب أن أطبق عاصبة؟,فعّالة في السيطرة على النزيف الذي يهدد الحياة من أحد الأطراف. ضعي عاصبة مصنوعة تجارياً إذا كانت متوفرة وكنت مدربة على كيفية استخدامها. لا تستخدم عاصبة مرتجلة، مثل وشاح أو حزام.,severe bleeding
ماذا علي أن أفعل إذا كنت في انتظار وصول المساعدة الطارئة؟,حاول منع الشخص المصاب من الحركة.,severe bleeding
ماذا علي أن أفعل بعد مساعدة الشخص المصاب؟,اغسل يديك ، حتى لو لم يكن هناك دم على يديك.,severe bleeding
ما هي أسباب الحروق؟,يمكن أن تحدث الحروق بسبب السوائل الساخنة والشمس واللهب والمواد الكيميائية والكهرباء والبخار وعوامل أخرى.,burns
متى يجب عليك طلب المساعدة الطبية الطارئة للحرق؟,يجب عليك طلب المساعدة الطبية الطارئة للحرق إذا كان عميقًا ، ويشمل جميع طبقات الجلد ، ويسبب حروقًا تناسلية وجافة ، ويبدو متفحمًا أو يحتوي على بقع بيضاء أو بنية أو سوداء ، أكبر من 3 بوصات (حوالي 8 سم) في القطر ، ويغطي اليدين والقدمين والوجه والفخذ والأرداف أو مفصل رئيسي ، ويحيط الذراع أو الساق ، ويرافقه استنشاق الدخان ، أو يبدأ التورم بسرعة كبيرة.,burns
ماذا يجب أن تفعل حتى تصل المساعدة الطارئة لحرق كبير؟,حتى تصل المساعدة الطارئة لحرق كبير ، يجب عليك حماية الشخص المحروق من مزيد من الأذى ، والتأكد من أن الشخص المحروق يتنفس ، وإزالة المجوهرات والأحزمة وغيرها من الأشياء الضيقة ، وتغطية الحرق بشكل فضفاض بشاش أو قطعة قماش نظيفة ، ورفع المنطقة المحروقة فوق مستوى القلب إن أمكن ، ومشاهدة علامات الصدمة.,burns
ماذا يجب أن تفعل لحرق طفيف؟,لحرق طفيف، يجب أن تبرد الحرق عن طريق عقد المنطقة تحت بارد (وليس بارد) الماء الجاري الصوديوم لمدة 10 دقائق. إذا كان الحرق على الوجه، وتطبيق بارد، قطعة قماش مبللة حتى يخفف الألم. لفم يحرق من الطعام الساخن أو الشراب، ووضع قطعة من الجليد في الفم لبضع دقائق. إزالة حلقات أو غيرها من البنود الضيقة من المنطقة المحروقة. لا كسر بثور. تطبيق محلول، مثل واحد مع زبدة الكاكاو.,burns
لماذا من المهم الوصول إلى المعلومات الصحية الرئيسية أثناء الطوارئ؟,خلال حالات الطوارئ، يحتاج مقدمو الخدمات الطبية إلى الوصول إلى المعلومات الصحية الرئيسية لأي شخص يحتاج إلى المساعدة. يمكن أن تساعدهم هذه المعلومات على توفير الرعاية الطبية المناسبة وفي الوقت المناسب.,emergency health information
ما هي المعلومات التي يجب تضمينها في السجل الصحي؟,يجب أن يتضمن السجل الصحي اسمك وعمرك وجنسك وعنوانك وأسماء الأدوية والجرعات والجداول الزمنية والمعدات الطبية والحالات الطبية المزمنة واستمارة الموافقة الطبية وجوانب من تاريخك الصحي التي يمكن أن تكون مفيدة للمستجيبين الطبيين في حالات الطوارئ ، بما في ذلك الحساسية وسجل التحصين وأرقام هواتف جهات الاتصال المهنية في حالات الطوارئ ، مثل طبيب العائلة وخدمات الطوارئ المحلية ومقدمي خدمات الطوارئ على الطرق ومركز مكافحة السموم الإقليمي وأرقام هواتف الاتصال في حالات الطوارئ الشخصية ، مثل صديق أو فرد من أفراد الأسرة.,emergency health information
ما هي بعض الخيارات لتخزين المعلومات الصحية الخاصة بك على الانترنت؟,خياران لتخزين المعلومات الصحية الخاصة بك على الانترنت وتشمل السجلات الصحية الشخصية المجانية أو القائمة على الاشتراك (PHRs) وبوابات المرضى. العديد من مقدمي الرعاية الصحية وشركات التأمين وأصحاب العمل تقدم لعملائها أو الموظفين الوصول إلى سجلاتهم الصحية الإلكترونية عبر بوابات المرضى.,emergency health information
ما هي بعض خيارات التخزين الأخرى للمعلومات الصحية الطارئة؟,تتضمن خيارات التخزين الأخرى للمعلومات الصحية في حالات الطوارئ إصدارات مطبوعة ، حيث تحتفظ بعدد من النسخ المطبوعة في أماكن سهلة الاستخدام ، مثل محفظتك ، وصندوق قفازات السيارة ، ومجموعة الإسعافات الأولية ، ومجموعة الطوارئ. يمكنك حتى محاولة صنع واحدة صغيرة بما يكفي لتناسب محفظتك أو على بطاقة فهرس. ضع في اعتبارك نشر بطاقة الفهرس على باب الثلاجة حتى يتمكن موظفو الطوارئ من رؤيتها بسرعة إذا لزم الأمر. خيار آخر هو وضع القائمة على جهاز رقمي محمول ، مثل الهاتف الخلوي أو محرك الأقراص الذي تستخدمه.,emergency health information
ما هو بوابة المريض؟,بوابة المريض هي أداة معلومات صحية إلكترونية تقدمها العديد من شركات التأمين وأصحاب العمل ومؤسسات الرعاية الصحية. تسمح للمرضى بالوصول إلى سجلهم الصحي الإلكتروني والتواصل مع مقدم الرعاية الصحية.,emergency health information
ماذا يجب أن تفعل لعلاج رد فعل خفيف لدغة الحشرات أو لدغة؟,لعلاج رد فعل خفيف لدغة الحشرات أو اللدغة ، انتقل إلى منطقة آمنة لتجنب المزيد من اللدغات أو اللدغات ، قم بإزالة أي لدغات ، اغسل المنطقة بلطف بالماء والصابون ، ضع قطعة قماش مبللة بالماء البارد أو مملوءة بالثلج على منطقة اللدغة أو اللدغة لمدة 10 إلى 20 دقيقة ، ارفع الذراع أو الساق المصابة ، ضع محلول الكالامين ، عجينة صودا الخبز ، أو 0.5٪ أو 1٪ كريم الهيدروكورتيزون على المنطقة المصابة عدة مرات.,insect bites and stings
متى يجب عليك طلب الرعاية الطبية لدغة الحشرات أو لدغة؟,يجب عليك طلب الرعاية الطبية إذا ازداد التورم سوءًا ، أو أظهر الموقع علامات العدوى ، أو كنت لا تشعر جيدًا.,insect bites and stings
متى يجب عليك الاتصال بالرقم 911 أو رقم الطوارئ الطبي المحلي لدغة حشرة أو لدغة؟,يجب عليك الاتصال بالرقم 911 أو رقم الطوارئ الطبية المحلي الخاص بك إذا تم لدغة الطفل من قبل العقرب أو إذا كان أي شخص يعاني من رد فعل خطير يشير إلى الحساسية المفرطة ، مثل صعوبة في التنفس ، تورم في الشفاه ، الوجه ، الجفون أو الحلق ، الدوخة ، الإغماء أو فقدان الوعي ، نبض ضعيف وسريع ، خلايا النحل ، أو الغثيان ، القيء أو الإسهال.,insect bites and stings
ماذا يجب أن تفعل أثناء انتظار المساعدة الطبية إذا كان شخص ما يعاني من رد فعل خطير لدغة حشرة أو لدغة؟,أثناء انتظار المساعدة الطبية إذا كان شخص ما يعاني من رد فعل خطير لدغة حشرة أو لدغة ، اسأل ما إذا كان الشخص المصاب يحمل حاقنًا ذاتيًا للإدرينالين (EpiPen ، Auvi-Q ، وغيرهم) واسأل عما إذا كان يجب عليك المساعدة في حقن الدواء. قم بفك الملابس الضيقة وتغطية الشخص ببطانية. لا تقدم أي شيء للشرب. إذا لزم الأمر ، ضع الشخص لمنع الاختناق على القيء.,insect bites and stings
ما هو دوار الحركة؟,دوار الحركة هو شعور بعدم الارتياح والدوخة والقيء الذي يمكن أن يحدث عند السفر بأي نوع من وسائل النقل.,motion sickness
كيف يمكنني تجنب دوار الحركة أثناء السفر؟,يمكنك تجنب دوار الحركة عن طريق التخطيط المسبق وتجنب الجلوس في مؤخرة السيارة أو في المقاعد التي تواجه الخلف. يجب عليك أيضًا التركيز على الأفق أو على كائن ثابت بعيد أثناء السفر ، والحفاظ على رأسك ثابتًا ، وتجنب التدخين والروائح القوية ، وتناول مضادات الهيستامين أو الزنجبيل أو تناول الطعام بخفة للمساعدة في كبح الغثيان.,motion sickness
ما هي بعض النصائح للسفر بالسفينة لتجنب دوار الحركة؟,إذا كنت مسافرًا على متن سفينة ، فيجب عليك طلب كابينة في الجزء الأمامي أو الأوسط من السفينة بالقرب من مستوى الماء لتجنب دوار الحركة.,motion sickness
ما هي بعض النصائح للسفر بالطائرة لتجنب دوار الحركة؟,إذا كنت مسافرًا بالطائرة ، فيجب أن تطلب مقعدًا على الحافة الأمامية للجناح وتوجيه تدفق فتحة التهوية إلى وجهك لتجنب دوار الحركة.,motion sickness
ما هي بعض النصائح للسفر بالقطار لتجنب دوار الحركة؟,إذا كنت تسافر بالقطار ، يجب أن تأخذ مقعدًا أماميًا بالقرب من الأمام وبجوار نافذة لتجنب دوار الحركة.,motion sickness
ما هي بعض النصائح للسفر بالسيارة لتجنب دوار الحركة؟,إذا كنت مسافرًا بالسيارة ، فيجب أن تقود السيارة أو تجلس في مقعد الراكب الأمامي ويجب أن يكون الأطفال في مقاعد وقيود مناسبة للعمر لتجنب دوار الحركة.,motion sickness
ما هي الأدوية التي يمكنني تناولها للوقاية من دوار الحركة؟,يمكنك تناول مضادات الهيستامين مثل dimenhydrinate أو meclizine ، قبل 30 إلى 60 دقيقة على الأقل قبل السفر لمنع دوار الحركة. يتوفر سكوبولامين أيضًا في رقعة لاصقة بوصفة طبية تسمى Transderm Scop. تحدث إلى مقدم الرعاية الصحية الخاص بك قبل استخدام سكوبولامين إذا كان لديك مشاكل صحية مثل الجلوكوما أو احتباس البول. مكملات الزنجبيل ، الزنجبيل ، أو الزنجبيل المسكرة قد تساعد أيضا في كبح الغثيان.,motion sickness
ما هو قضمة الصقيع؟,تكون قضمة الصقيع عندما يتجمد الجلد والأنسجة الكامنة بعد تعرضها لدرجات حرارة شديدة البرودة ، وعادة ما تؤثر على مناطق مثل أطراف الأصابع وأصابع القدمين و شحمة الأذن والخدين والذقن وطرف الأنف.,frostbite
ما هي العلامات والأعراض المبكرة لقضمة الصقيع؟,تشمل العلامات والأعراض المبكرة لدغة الصقيع بقعًا من الجلد المحمر وألمًا حارقًا. ثم تتطور الحالة إلى بشرة باردة أو مخدرة أو بيضاء أو رمادية تبدو قاسية أو شمعية.,frostbite
ماذا تفعل إذا كنت تشك في انخفاض حرارة الجسم؟,احصل على المساعدة الطبية الطارئة إذا كنت تشك في انخفاض حرارة الجسم. تشمل علامات انخفاض حرارة الجسم الارتعاش الشديد والنعاس والارتباك واليدين المتلعثمين والكلام المتلعثم.,frostbite
ما الذي يجب عليك فعله لحماية الجلد المصاب بالبرد من المزيد من الضرر؟,إذا كان هناك أي احتمال أن تتجمد المناطق المصابة مرة أخرى ، فلا تذوبها. إذا تم إذابتها بالفعل ، فقم بلفها حتى لا تتجمد مرة أخرى.,frostbite
كيف تدفئ يديك إذا كنت في الخارج؟,احمي وجهك أو أنفك أو أذنيك من خلال تغطية المنطقة بأيد جافة وقفاز. لا تفرك الجلد المصاب بالثلوج أو أي شيء آخر. ولا تمشي على أقدام أو أصابع قدم قضمة الصقيع إذا أمكن.,frostbite
ماذا يجب أن تفعل عندما تكون في مكان دافئ بعد أن تكون في البرد مع قضمة الصقيع؟,بمجرد أن تكون في مكان دافئ ، قم بإزالة الملابس الرطبة ولفها في بطانية دافئة.,frostbite
كيف يجب عليك إعادة المناطق الباردة الدافئة بلطف؟,نقع أصابع الصقيع أو أصابع القدم أو الأطراف الأخرى في الماء الدافئ  105 إلى 110 فهرنهايت (حوالي 40 إلى 43 درجة مئوية). إذا لم يتوفر مقياس حرارة ، فاختبر الماء عن طريق وضع يد أو كوع غير مصابة فيه - يجب أن تشعر بالدفء الشديد ، وليس الساخن. نقع لمدة 20 إلى 30 دقيقة أو حتى يصبح الجلد لونه الطبيعي أو يفقد خدره. للوجه أو الأذنين ، ضع منشفة دافئة ورطبة.,frostbite
ما الذي يجب تجنبه عند إعادة تسخين الجلد المصاب بالبرد؟,لا تعيد تسخين الجلد المصاب بالبرد بالحرارة المباشرة ، مثل الموقد أو المصباح الحراري أو الموقد أو وسادة التدفئة. هذا يمكن أن يسبب الحروق.,frostbite
ما الذي يجب أن تشربه للمساعدة في تدفئة نفسك من الداخل إذا كنت تعاني من قضمة الصقيع؟,شرب السوائل الدافئة مثل الشاي والقهوة والشوكولاته الساخنة أو الحساء للمساعدة في تدفئة لك من الداخل. لا تشرب الكحول.,frostbite
هل يجب أن تفكر في تناول دواء الألم لقضمة الصقيع؟,إذا كنت تتألم ، فكر في مسكن للألم بدون وصفة طبية.,frostbite
ما الذي يجب أن تتوقعه عندما يذوب الجلد أثناء علاج قضمة الصقيع؟,ستشعر بالوخز والحرقة مع ارتفاع درجة حرارة الجلد وعودة تدفق الدم الطبيعي. احرص على عدم كسر أي بثور قد تتشكل على الجلد المصاب. اطلب المساعدة الطبية لأي شيء أكثر خطورة من قضمة الصقيع الخفيفة.,frostbite
ماذا يجب أن تفعل لدغة حيوان صغير أو جرح مخلب؟,اغسل الجرح جيدًا بالماء والصابون ، ضع كريمًا أو مرهمًا مضادًا حيويًا ، وقم بتغطية اللدغة بضمادة نظيفة.,animal bites: first aid
متى يجب عليك طلب الرعاية الطبية الفورية لدغة حيوانية؟,يجب عليك طلب الرعاية الطبية الفورية إذا كان الجرح هو ثقب عميق أو كنت غير متأكد من مدى خطورة هو، الجلد ممزقة بشدة، سحق أو نزيف بشكل ملحوظ، لاحظت زيادة تورم، احمرار، ألم أو الناز، أو لديك أسئلة حول خطر الإصابة بداء الكلب أو حول الوقاية من داء الكلب.,animal bites: first aid
ماذا تفعل إذا كانت العضة ناتجة عن قطة أو كلب؟,في محاولة للتأكد من أن لقاح داء الكلب الحيوان هو حتى الآن.,animal bites: first aid
ماذا تفعل إذا كانت العضة ناتجة عن حيوان بري؟,اطلب المشورة من طبيبك حول الحيوانات الأكثر عرضة لحمل داء الكلب.,animal bites: first aid
لماذا يجب عليك طلب المشورة الطبية حول طلقات داء الكلب إذا كنت على اتصال مع الخفافيش ، حتى لو كنت لا تعتقد أنك تعرضت للعض؟,الخفافيش غالبا ما تحمل داء الكلب ويمكن أن تصيب البشر دون ترك علامات واضحة لدغة.,animal bites: first aid
كم مرة يجب أن تحصل على لقاح الكزاز بعد لدغة حيوان؟,إذا لم يكن لديك لقاح الكزاز في السنوات العشر الماضية - أو 5 سنوات إذا كان الجرح عميقًا أو متسخًا - فقد تحتاج إلى حقنة معززة.,animal bites: first aid
ما هي بعض مصادر الكهرباء التي يمكن أن تسبب الحروق الكهربائية؟,أمثلة على مصادر الكهرباء التي يمكن أن تسبب الحروق الكهربائية تشمل البرق، صاعقة البنادق، والاتصال مع موقع العمل أو التيار المنزلي.,electrical burns
كيف يجب علاج حروق الجلد الكهربائية البسيطة؟,يجب التعامل مع حروق الجلد الكهربائية البسيطة مثل أي حروق طفيفة أخرى. ضع قطعة قماش مبللة باردة على المنطقة. لا تكسر أي بثور. بعد تنظيف الجلد بلطف ، ضع ضمادة على المنطقة. إذا كان لديك أي أسئلة حول مدى شدة الحرق ، اتصل بمقدم الرعاية الصحية.,electrical burns
متى يجب عليك الاتصال بمقدم الرعاية الصحية بعد الحرق الكهربائي؟,يجب أن يرى مقدم الرعاية الصحية الشخص المصاب بملامسة الكهرباء. قد يكون الضرر أسوأ مما يبدو من الحروق على الجلد. في بعض الأحيان يمكن أن تسبب الإصابة الكهربائية تلفًا في الجلد والعضلات والأوعية الدموية والأعصاب ، وغالبًا في الذراع أو الساق. يمكن أن يتلف القلب والدماغ وأعضاء الجسم الأخرى.,electrical burns
ما هي الاحتياطات التي يجب اتخاذها إذا أصيب شخص ما بسبب ملامسة الكهرباء؟,إذا أصيب شخص ما بسبب ملامسة الكهرباء ، فلا تلمس الشخص المصاب إذا كان لا يزال على اتصال بالتيار الكهربائي. اتصل بالرقم 911 أو رقم الطوارئ المحلي الخاص بك إذا كان مصدر الحرق هو سلك عالي الجهد أو البرق. لا تقترب من الأسلاك عالية الجهد حتى يتم إيقاف التيار الكهربائي. عادة ما تكون خطوط الطاقة العلوية غير معزولة. حاول البقاء على بعد 50 قدمًا (حوالي 15 مترًا) بعيدًا - إذا كانت الأسلاك تقفز وتشتعل. لا تقترب من الأسلاك الكهربائية.,electrical burns
متى يجب طلب الرعاية الطارئة بعد الحرق الكهربائي؟,يجب طلب الرعاية الطارئة إذا كان الشخص المصاب يعاني من حروق شديدة أو ارتباك أو صعوبة في التنفس أو عدم انتظام ضربات القلب (اضطرابات نظم القلب) ، وليس لديه نبض ولا يتنفس (سكتة قلبية) أو ألم في العضلات وانقباضات أو نوبات أو فقدان الوعي.,electrical burns
ما الذي يجب القيام به على الفور أثناء انتظار المساعدة الطبية بعد الحرق الكهربائي؟,قم بإيقاف تشغيل مصدر الكهرباء على الفور إذا أمكن ذلك. إذا لم يكن الأمر كذلك ، قم بتحريك المصدر بعيدًا عنك وعن الشخص المصاب باستخدام جسم جاف غير موصل مصنوع من الورق المقوى أو البلاستيك أو الخشب. ابدأ الإنعاش القلبي الرئوي إذا كان الشخص لا يتنفس أو يسعل أو يتحرك وليس لديه نبض. لا تقم بإزالة الملابس أو محاولة تنظيف المنطقة المحروقة. قم بتغطية أي مناطق محترقة بضمادة شاش معقمة ، إذا كانت متوفرة ، أو قطعة قماش نظيفة أو بطانية. لا يمكن أن تستخدم,electrical burns
ما هو الإغماء؟,يحدث الإغماء عندما لا يتلقى الدماغ ما يكفي من الدم لفترة وجيزة. هذا يسبب فقدان الوعي.,fainting
